0 1378.57 0 32.8707
1 1313.45 0 36.6446
2 1030.43 0 31.415
3 866.761 0 28.5019
4 635.137 0 28.0805
5 545.603 0 22.7799
7 331.865 0 21.7034
9 229.794 0 14.9893
