2660	83.8	0	8.5	0.881
2565	71.5	0	10.5	0.366
2470	54.7	0	10.3	0.649
2375	70.7	0	7.6	0.324
2280	78.9	0	9.0	0.931
2185	52.4	0	8.9	0.314
2090	111.2	0	26.4	0.031
2042	110.7	0	23.3	0.837
2138	84.5	0	10.6	0.675
2232	69.9	0	6.1	0.963
2328	75.8	0	7.2	0.887
2422	62.2	0	6.6	0.247
2518	84.6	0	9.4	0.519
