0 23.0107 0 0.919053
1 32.3346 0 1.33583
2 39.623 0 1.52921
3 416.67 0 10.5089
4 370.684 0 12.2288
5 348.12 0 12.7269
7 271.466 0 16.426
9 170.857 0 29.9975
