2750	0.973	0.000	0.012
2650	0.968	0.000	0.010
2550	0.977	0.000	0.010
2450	0.986	0.000	0.008
2350	0.964	0.000	0.012
2250	0.960	0.000	0.011
2150	0.959	0.000	0.011
2050	0.976	0.000	0.008
1950	0.962	0.000	0.012
1850	0.955	0.000	0.019
