1995	275.1	0	106.9	0.979
2090	120.6	0	10.4	0.753
2185	118.6	0	7.8	0.834
2280	97.7	0	6.4	0.619
2375	78.9	0	5.8	0.228
2470	70.9	0	6.5	0.005
2565	74.2	0	4.5	0.091
2660	77.8	0	4.0	0.147
2755	72.9	0	3.2	0.003
2850	76.1	0	3.0	0.424
