0.000  2062	0	61
1.280  3808	0	163
1.920  3948	0	121
2.560  3305	0	81
3.200  2581	0	68
3.840  1980	0	82
4.480  1484	0	64
5.120  1246	0	54
5.760  901	0	56
7.040  505	0	42
