0.000	75	0.000	3	0.000
1.280	79	0.000	5	0.866
1.920	65	0.000	3	0.000
2.560	73	0.000	2	0.000
3.200	77	0.000	2	0.001
3.840	76	0.000	3	0.211
4.480	72	0.000	3	0.354
5.120	68	0.000	3	0.010
5.760	80	0.000	5	0.575
7.040	63	0.000	10	0.748
