0 0.474266 0 0.00742145
1 0.459616 0 0.00744411
2 0.377802 0 0.00711766
3 0.331557 0 0.00887461
4 0.268949 0 0.00775179
5 0.232152 0 0.00566171
7 0.163646 0 0.00866948
9 0.16566 0 0.00589896
