1900    0.026   0.000   0.005   
1995    0.064   0.000   0.006   
2090    0.189   0.000   0.010   
2185    0.314   0.000   0.012   
2280    0.444   0.000   0.013   
2375    0.431   0.000   0.020   
2470    0.552   0.000   0.027   
2565    0.559   0.000   0.024   
2660    0.638   0.000   0.018   
2755    0.616   0.000   0.011   
2850    0.680   0.000   0.010   
