1900    0.031   0.000   0.011
1995    0.126   0.000   0.017
2090    0.273   0.000   0.023
2185    0.442   0.000   0.027
2280    0.590   0.000   0.025
2375    0.695   0.000   0.056
2470    0.618   0.000   0.082
2565    0.618   0.000   0.111
2660    0.661   0.000   0.052
2755    0.777   0.000   0.023
2850    0.833   0.000   0.018
