1 141	2200	2800	2800	
1 144	2150	2700	2700	
1 145	2050	2600	2600	
1 147	1950	2500	2500	
1 148	1850	2400	2400	
1 150	1750	2300	2300	
1 151	2100	2200	2200	
1 152	2000	2100	2100	
1 153	1900	2000	2000	
1 157	2300	2750	2750	
