1 141 0 0 0
1 179 1 1 1
5 182 183 184 185 186 2 2 2
1 191 3 3 3
2 194 196 4 4 4
1 197 5 5 5
1 200 6 6 6
1 202 7 7 7
1 206 8 8 8 
1 208 9 9 9
1 210 11 11 11
