1 261 0 0 0 
2 187 189 2 2 2
1 193 3 3 3
1 195 4 4 4
2 198 199 5 5 5
1 201 6 6 6
1 203 7 7 7
1 207 8 8 8 
1 209 9 9 9
1 211 11 11 11
