2 95 97	2750	2750	2200	
1 98	2650	2650	2150	
2 100 101	2550	2550	2100
1 102	2450	2450	2050	
1 103	2350	2359	2000	
1 104	2250	2250	1950	
1 105	2150	2150	1900	
1 106	2050	2050	1850	
1 107	1950	1950	1800	
1 108	1850	1850	1750	
