0.64  1.508850  0.00769913
1.28  1.900790  0.0097503
1.92  1.97130  0.0106187
2.56  1.818640  0.010807
3.2  1.511630  0.0105382
3.84  1.204780  0.00994427
4.48  0.9402790  0.00924638
5.12  0.7412280  0.00852115
5.76  0.5270270  0.00737209
6.4  0.3966570  0.00646615
