0.000	77	0.000	4	0.147 
0.640	73	0.000	2	0.002
1.280	70	0.000	2	0.000
1.920	74	0.000	3	0.004
2.560	75	0.000	2	0.000
3.200	77	0.000	3	0.168
3.840	72	0.000	3	0.050
4.480	70	0.000	4	0.043
5.120	83	0.000	4	0.236
5.760	72	0.000	5	0.242
7.040	60	0.000	7	0.590
