1900    0.031   0.000   0.006
1995    0.032   0.000   0.004
2090    0.103   0.000   0.007
2185    0.203   0.000   0.010
2280    0.270   0.000   0.011
2375    0.338   0.000   0.013
2470    0.342   0.000   0.014
2565    0.384   0.000   0.012
2660    0.420   0.000   0.011
2755    0.424   0.000   0.009
2850    0.463   0.000   0.010
