0.000	78	0.000	2	0.023
0.710	72	0.000	2	0.000
1.420	75	0.000	2	0.000
2.130	72	0.000	2	0.029
2.840	77	0.000	2	0.016
3.550	76	0.000	2	0.000
4.970	54	0.000	7	0.023
6.390	71	0.000	3	0.010
