2660	0.960	0.000	0.011
2565	0.983	0.000	0.009
2470	0.949	0.000	0.016
2375	0.955	0.000	0.011
2280	0.893	0.000	0.018
2185	0.836	0.000	0.024
2090	0.591	0.000	0.030
1995	0.192	0.000	0.020
1900	0.019	0.000	0.012
1948	0.076	0.000	0.013
2042	0.400	0.000	0.028
2138	0.760	0.000	0.024
2232	0.906	0.000	0.015
2328	0.934	0.000	0.014
2422	0.948	0.000	0.011
2518	0.963	0.000	0.010
