0 0.412326 0 0.00935971
1 0.526504 0 0.00783796
2 0.627736 0 0.00727197
3 0.650362 0 0.00703238
4 0.625158 0 0.00813727
5 0.553449 0 0.00725377
7 0.40135 0 0.00899435
9 0.23801 0 0.00687148
