2002	0.213	0.000	0.032
1956	0.291	0.000	0.034
1866	0.158	0.000	0.008
1774	0.057	0.000	0.006
1684	0.010	0.000	0.002
1592	0.003	0.000	0.001
1911	0.248	0.000	0.009
1820	0.197	0.000	0.008
1729	0.151	0.000	0.007
2730	0.312	0.000	0.009
